item,statement,claim
Q3070428,P17,['Q16']
Q3070428,P276,['Q141804']
Q3070428,P131,['Q321529']
Q3070428,P112,"['Q106569432', 'Q108828976', 'Q109822543']"
Q263800,P31,"['Q2005696', 'Q786820', 'Q108460239', 'Q4830453']"
Q263800,P156,['Q7556054']
Q263800,P159,['Q1297']
Q263800,P910,['Q20918613']
Q263800,P17,['Q30']
Q263800,P740,['Q578911']
Q263800,P1056,"['Q43193', 'Q39495', 'Q16000047', 'Q212920']"
Q263800,P452,"['Q190117', 'Q3629395']"
Q263800,P112,['Q719357']
Q263800,P495,['Q30']
Q263800,P1366,"['Q29739', 'Q20895254']"
Q22662532,P279,['Q349']
Q22662532,P1552,['Q1072012']
Q22662532,P31,['Q349']
Q22662532,P3095,['Q2066131']
Q881149,P31,['Q868557']
Q881149,P17,['Q183']
Q881149,P131,['Q1721']
Q11713455,P1269,"['Q187631', 'Q150971']"
Q11713455,P279,['Q3516833']
Q1549731,P279,['Q33506']
Q1549731,P31,['Q63982911']
Q1549731,P1382,['Q5739135']
Q60750837,P31,"['Q15839299', 'Q4220920', 'Q28640', 'Q12737077', 'Q4164871']"
Q60750837,P1343,"['Q5025348', 'Q104771286']"
Q60750837,P279,"['Q17291399', 'Q2490358']"
Q60750837,P910,['Q119143643']
Q60750837,P1382,"['Q28125427', 'Q2833480', 'Q17152482', 'Q28135085']"
Q60750837,P425,"['Q932586', 'Q7777570', 'Q1407228']"
Q60750837,P361,['Q7247847']
Q60750837,P1889,['Q2357640']
Q978456,P279,['Q7590']
Q382647,P279,['Q349']
Q389993,P279,['Q1049625']
Q389993,P31,['Q188451']
Q25705896,P279,"['Q50958921', 'Q3172759']"
Q25705896,P2341,['Q189975']
Q25705896,P910,['Q8552091']
Q1350207,P279,['Q82821']
Q43806,P31,['Q2612572']
Q43806,P910,['Q7223033']
Q43806,P171,['Q729']
Q43806,P2579,['Q12744095']
Q43806,P461,['Q25241']
Q43806,P1343,"['Q19180675', 'Q602358', 'Q123560817']"
Q43806,P279,['Q729']
Q43806,P5008,['Q6173448']
Q1471775,P31,['Q2243831']
Q1471775,P279,"['Q2469603', 'Q4835874']"
Q1671839,P31,['Q23847174']
Q1671839,P1343,['Q4173137']
Q1671839,P279,['Q189819']
Q98441159,P31,"['Q10429667', 'Q658255']"
Q98441159,P17,['Q884']
Q98441159,P127,['Q55931']
Q98441159,P279,['Q786820']
Q98441159,P1056,['Q13629441']
Q98441159,P452,['Q190117']
Q98441159,P112,['Q55931']
Q98441159,P749,['Q55931']
Q98441159,P159,['Q8684']
Q1187327,P910,['Q28463689']
Q1187327,P279,"['Q28454636', 'Q2915955']"
Q1187327,P17,['Q794']
Q379347,P279,['Q215380']
Q379347,P31,['Q105756498']
Q571225,P31,"['Q4830453', 'Q786820']"
Q571225,P159,['Q83129']
Q571225,P1454,['Q897103']
Q571225,P17,['Q183']
Q571225,P740,['Q83129']
Q571225,P452,['Q190117']
Q571225,P112,['Q1561547']
Q3119601,P136,['Q15637293']
Q3119601,P106,['Q156839']
Q3119601,P31,['Q21198342']
Q3119601,P2360,['Q231302']
Q5369111,P279,"['Q1144689', 'Q3305213']"
Q5369111,P3095,['Q28179']
Q5369111,P495,['Q18097']
Q5369111,P1343,['Q1073141']
Q3155268,P31,['Q32880']
Q3155268,P279,['Q3080012']
Q3155268,P138,['Q171977']
Q61812192,P31,['Q1756157']
Q61812192,P279,"['Q7748', 'Q384014', 'Q482752']"
Q2911636,P910,['Q7045889']
Q2911636,P279,['Q15995642']
Q2911636,P921,['Q432']
Q1347675,P279,"['Q1826286', 'Q7311395']"
Q1347675,P140,['Q432']
Q1347675,P6104,['Q5496999']
Q1347675,P2789,"['Q10859544', 'Q6081779', 'Q1075838', 'Q189746']"
Q23442,P279,"['Q271669', 'Q205895', 'Q2221906', 'Q17334923']"
Q23442,P910,['Q6394918']
Q23442,P1343,"['Q678259', 'Q19190511', 'Q106727050', 'Q2041543', 'Q113529907', 'Q867541', 'Q124737632', 'Q19180675', 'Q602358']"
Q23442,P1424,['Q5616685']
Q23442,P1963,"['P206', 'P1082', 'P625', 'P17', 'P131', 'P2046', 'P2547', 'P610', 'P1332', 'P1333', 'P1334', 'P1335']"
Q23442,P6186,['Q6964108']
Q23442,P5869,['Q26248884']
Q23442,P1151,['Q14615962']
Q23442,P8933,['Q104235392']
Q23442,P8989,['Q104599413']
Q23442,P31,['Q25894868']
Q23442,P1889,"['Q9380282', 'Q2301527']"
Q23442,P5008,['Q6173448']
Q23442,P466,['Q122974170']
Q23442,P12861,['E453']
Q522661,P31,"['Q18608583', 'Q14547231']"
Q522661,P910,['Q8556310']
Q522661,P641,"['Q2404296', 'Q328716']"
Q522661,P1424,['Q19911816']
Q522661,P17,['Q9676']
Q522661,P527,"['Q1750707', 'Q946891', 'Q16153036', 'Q16153045', 'Q16201056', 'Q16995134', 'Q23991145', 'Q432021', 'Q545649', 'Q25936385', 'Q27031209', 'Q4577668', 'Q4590424', 'Q4591447', 'Q4598809', 'Q4600178', 'Q4604439', 'Q4608683', 'Q4611308', 'Q4614059', 'Q4629474', 'Q3996819', 'Q3996823', 'Q3996820', 'Q3996821', 'Q3996826', 'Q3996827', 'Q3996824', 'Q3996825', 'Q3996830', 'Q3996831', 'Q3996828', 'Q3996829', 'Q3996835', 'Q3996832', 'Q3996833', 'Q3996838', 'Q3996839', 'Q3996836', 'Q3996842', 'Q3996843', 'Q3996840', 'Q3996841', 'Q3996846', 'Q3996847', 'Q3996845', 'Q4558684', 'Q4558849', 'Q4559169', 'Q4559487', 'Q4560845', 'Q4559847', 'Q4561010', 'Q4561188', 'Q4561537', 'Q4561722', 'Q4561891', 'Q4562067', 'Q4562247', 'Q4562425', 'Q4562652', 'Q4563227', 'Q4563411', 'Q4563599', 'Q4564267', 'Q4565987', 'Q4566260', 'Q19760236', 'Q19796761', 'Q20853386', 'Q21211064', 'Q21272259', 'Q22047662', 'Q33996400', 'Q46207523', 'Q22962143', 'Q48526975']"
Q522661,P279,['Q56321344']
Q522661,P276,['Q9676']
Q522661,P2922,['Q120']
Q65628,P20,['Q60']
Q65628,P19,['Q642192']
Q65628,P27,['Q1206012']
Q65628,P31,['Q5']
Q65628,P106,"['Q133485', 'Q201788', 'Q1231865', 'Q1622272']"
Q65628,P735,['Q1674353']
Q65628,P734,['Q21494198']
Q65628,P140,['Q9268']
Q65628,P1412,['Q188']
Q65628,P21,['Q6581097']
Q65628,P108,"['Q324332', 'Q1688743']"
Q65628,P1343,"['Q4173137', 'Q67311526', 'Q602358']"
Q65628,P5008,['Q100137722']
Q532996,P17,['Q833']
Q532996,P31,['Q41176']
Q532996,P2868,"['Q481289', 'Q481289', 'Q33506']"
Q532996,P1435,['Q113756260']
Q538360,P186,['Q34095']
Q538360,P31,"['Q860861', 'Q4989906']"
Q538360,P17,['Q183']
Q538360,P170,['Q741430']
Q538360,P1435,['Q11691318']
Q538360,P547,['Q3352179']
Q538360,P131,['Q3798']
Q538360,P136,"['Q557141', 'Q3476508']"
Q538360,P1889,['Q105045191']
Q538360,P5008,['Q133729053']
Q675181,P279,"['Q2992207', 'Q7130803']"
Q675181,P31,"['Q375011', 'Q18608583']"
Q675181,P2596,['Q11772']
Q675181,P910,['Q30510905']
Q675181,P1343,"['Q3181656', 'Q30059240', 'Q602358', 'Q19219752', 'Q867541']"
Q675181,P17,['Q41']
Q675181,P276,['Q1232123']
Q3396232,P31,"['Q4830453', 'Q11396960']"
Q3396232,P749,['Q3140604']
Q3396232,P488,['Q2605189']
Q3396232,P17,['Q145']
Q3396232,P159,"['Q10690', 'Q23154']"
Q3117103,P166,['Q838121']
Q3117103,P155,['Q664991']
Q3117103,P31,"['Q11396960', 'Q1254874']"
Q3117103,P17,['Q145']
Q3117103,P159,['Q39121']
Q3117103,P361,['Q674608']
Q3117103,P127,['Q3140604']
Q2577795,P279,['Q7748']
Q388631,P21,['Q6581097']
Q388631,P119,['Q2661974']
Q388631,P54,"['Q192890', 'Q514895', 'Q662592', 'Q1031929']"
Q388631,P509,['Q9687']
Q388631,P31,['Q5']
Q388631,P19,['Q146363']
Q388631,P20,['Q384544']
Q388631,P106,"['Q11774891', 'Q5137576', 'Q2066131', 'Q58825429']"
Q388631,P27,"['Q213', 'Q33946']"
Q388631,P166,"['Q1141859', 'Q61667388', 'Q61667462']"
Q388631,P735,['Q830350']
Q388631,P734,['Q12019756']
Q388631,P1344,"['Q9651', 'Q9646']"
Q388631,P641,['Q41466']
Q388631,P1196,['Q21142718']
Q388631,P413,['Q543457']
Q388631,P423,['Q10927615']
Q388631,P118,['Q1215892']
Q388631,P1343,"['Q67311526', 'Q130368343']"
Q388631,P1038,['Q64846188']
Q388631,P40,['Q104419613']
Q388631,P26,['Q95154168']
Q388631,P1412,['Q9056']
Q388631,P101,"['Q41466', 'Q349', 'Q5389']"
Q388631,P22,['Q117768539']
Q384012,P31,"['Q786820', 'Q83405']"
Q384012,P17,"['Q159', 'Q15180']"
Q384012,P159,['Q5426']
Q384012,P452,['Q190117']
Q384012,P740,['Q5426']
Q384012,P1454,['Q891723']
Q384012,P1056,['Q1144312']
Q384012,P749,['Q2309']
Q6002018,P279,"['Q20645113', 'Q746549']"
Q6002018,P527,['Q10990']
Q6002018,P495,['Q43']
Q6002018,P361,['Q654493']
Q6002018,P31,['Q2095']
Q6106356,P31,['Q200764']
Q6106356,P17,['Q30']
Q6106356,P131,['Q11299']
Q6106356,P740,['Q213127']
Q6106356,P159,['Q60']
Q6106356,P1056,['Q452298']
Q892,P103,['Q1860']
Q892,P27,['Q145']
Q892,P106,"['Q14467526', 'Q49757', 'Q1622272', 'Q4853732', 'Q333634', 'Q4263842', 'Q11774202', 'Q189290', 'Q482980', 'Q36180', 'Q201788', 'Q644687', 'Q37226', 'Q12144794', 'Q13418253', 'Q6625963', 'Q8178443', 'Q13570226']"
Q892,P108,"['Q34433', 'Q503424', 'Q44996']"
Q892,P26,['Q82052']
Q892,P69,"['Q34433', 'Q81173', 'Q3197003', 'Q7591528']"
Q892,P135,['Q81984']
Q892,P910,['Q7472575']
Q892,P31,['Q5']
Q892,P19,['Q37701']
Q892,P40,"['Q26085584', 'Q76335515', 'Q82032', 'Q26086075']"
Q892,P166,"['Q12201477', 'Q19360203', 'Q644077', 'Q644077', 'Q607354', 'Q644077', 'Q3414212', 'Q1056240', 'Q39477935', 'Q48961500', 'Q1056240', 'Q1666525', 'Q906455', 'Q243960']"
Q892,P136,"['Q132311', 'Q131539', 'Q7553', 'Q208217', 'Q482', 'Q676']"
Q892,P39,['Q81834']
Q892,P241,['Q222595']
Q892,P607,"['Q361', 'Q132568']"
Q892,P20,['Q170478']
Q892,P800,"['Q74287', 'Q15228', 'Q79762', 'Q534739', 'Q535795', 'Q331804', 'Q330286']"
Q892,P735,"['Q4925477', 'Q2532287', 'Q3933864']"
Q892,P485,"['Q6772639', 'Q24568958']"
Q892,P172,['Q42406']
Q892,P551,['Q2256']
Q892,P463,"['Q1468277', 'Q10376659']"
Q892,P1411,"['Q37922', 'Q3414212', 'Q142392']"
Q892,P3373,['Q10295543']
Q892,P1151,['Q3246661']
Q892,P410,['Q16996284']
Q892,P734,['Q30069423']
Q892,P3205,['Q4250312']
Q892,P737,"['Q368519', 'Q2274359', 'Q33977', 'Q237196', 'Q458658', 'Q216406', 'Q182589', 'Q183167', 'Q153159', 'Q48328']"
Q892,P140,"['Q199993', 'Q1841']"
Q892,P119,"['Q34217', 'Q82162']"
Q892,P25,['Q10322682']
Q892,P509,"['Q734512', 'Q6452285']"
Q892,P1412,"['Q1860', 'Q42365', 'Q397', 'Q56383', 'Q56437', 'Q7462260', 'Q143']"
Q892,P1343,"['Q46002746', 'Q67311526', 'Q41981607', 'Q124821483', 'Q66087609']"
Q892,P21,['Q6581097']
Q892,P6886,['Q1860']
Q892,P6275,['Q71521142']
Q892,P22,['Q76335458']
Q892,P7763,['Q73555012']
Q892,P1424,['Q14270251']
Q892,P8693,['Q1963025']
Q892,P6104,['Q101246526']
Q892,P101,"['Q8242', 'Q186579', 'Q1057172', 'Q8162', 'Q6497044']"
Q892,P1889,"['Q438539', 'Q1437566']"
Q892,P1196,['Q3739104']
Q892,P2650,['Q19642588']
Q892,P5008,['Q6173448']
Q892,P53,['Q82718']
Q892,P66,['Q79322']
Q892,P937,['Q34217']
Q361529,P27,['Q30']
Q361529,P31,['Q5']
Q361529,P106,"['Q715301', 'Q3658608', 'Q644687', 'Q15296811', 'Q11892507', 'Q1153051', 'Q658404', 'Q17505902', 'Q589298', 'Q36180', 'Q1607826']"
Q361529,P735,['Q1159009']
Q361529,P1196,['Q10737']
Q361529,P800,['Q746838']
Q361529,P19,['Q1144835']
Q361529,P20,['Q991162']
Q361529,P734,['Q1128028']
Q361529,P21,['Q6581097']
Q361529,P1889,['Q1677001']
Q361529,P7763,['Q73555012']
Q361529,P166,"['Q36460247', 'Q108677027']"
Q361529,P1412,['Q1860']
Q361529,P101,"['Q482919', 'Q1004', 'Q21550668']"
Q26118,P19,['Q1992780']
Q26118,P106,"['Q33999', 'Q10800557', 'Q2259451', 'Q3282637', 'Q2526255']"
Q26118,P27,['Q145']
Q26118,P31,['Q5']
Q26118,P166,['Q12201477']
Q26118,P241,['Q222595']
Q26118,P607,['Q362']
Q26118,P735,['Q1159009']
Q26118,P26,['Q182104']
Q26118,P1196,['Q3739104']
Q26118,P20,['Q743535']
Q26118,P69,['Q348134']
Q26118,P734,['Q12790801']
Q26118,P509,['Q852423']
Q26118,P910,['Q55329744']
Q26118,P410,['Q12799162']
Q26118,P21,['Q6581097']
Q26118,P1343,['Q67311526']
Q26118,P1412,['Q1860']
Q26118,P119,['Q4141350']
Q26118,P10527,['Q50920401']
Q26118,P937,['Q145']
Q59945,P22,['Q15447537']
Q59945,P19,['Q78']
Q59945,P20,['Q78']
Q59945,P27,['Q39']
Q59945,P106,"['Q201788', 'Q1622272', 'Q1792450', 'Q482980', 'Q15296811', 'Q15462162', 'Q13418253', 'Q4964182']"
Q59945,P31,['Q5']
Q59945,P69,"['Q152171', 'Q20266330', 'Q372608']"
Q59945,P735,"['Q2529610', 'Q25999604', 'Q17689481']"
Q59945,P1343,"['Q17378135', 'Q590208', 'Q19180675', 'Q67311526', 'Q602358', 'Q3181656', 'Q20078554', 'Q19142610', 'Q867541']"
Q59945,P734,['Q18579278']
Q59945,P463,"['Q414188', 'Q392066', 'Q338432', 'Q684415']"
Q59945,P103,['Q188']
Q59945,P937,['Q78']
Q59945,P101,['Q50641']
Q59945,P803,['Q121594']
Q59945,P802,"['Q123466', 'Q381256', 'Q9358', 'Q60998020']"
Q59945,P800,['Q1839282']
Q59945,P140,['Q5110322']
Q59945,P1412,['Q188']
Q59945,P21,['Q6581097']
Q59945,P6886,['Q188']
Q59945,P119,['Q1457464']
Q59945,P1889,['Q1678941']
Q59945,P7763,['Q71887839']
Q59945,P25,['Q61993501']
Q59945,P812,"['Q34178', 'Q1066186']"
Q59945,P512,['Q752297']
Q59945,P1066,"['Q77184', 'Q64509']"
Q59945,P5021,['Q308678']
Q59945,P2868,['Q32391314']
Q59945,P108,"['Q11942', 'Q372608', 'Q372608']"
Q59945,P6379,['Q924335']
Q59945,P53,['Q121027654']
Q59945,P485,"['Q39934978', 'Q39934978']"
Q64598,P27,['Q183']
Q64598,P108,"['Q153978', 'Q896868']"
Q64598,P19,['Q61928']
Q64598,P20,['Q14882']
Q64598,P31,['Q5']
Q64598,P734,['Q318363']
Q64598,P106,"['Q4964182', 'Q1622272', 'Q212980']"
Q64598,P735,"['Q16747395', 'Q25999604']"
Q64598,P463,['Q133957']
Q64598,P937,"['Q294783', 'Q546149', 'Q3806']"
Q64598,P1343,"['Q590208', 'Q602358', 'Q67311526', 'Q19219752']"
Q64598,P140,['Q75809']
Q64598,P1412,['Q188']
Q64598,P69,['Q153978']
Q64598,P21,['Q6581097']
Q64598,P6886,['Q188']
Q64598,P512,['Q121594']
Q64598,P1889,['Q224167']
Q64598,P40,['Q94854098']
Q96527,P19,['Q16107']
Q96527,P20,['Q1218']
Q96527,P27,"['Q183', 'Q801']"
Q96527,P31,['Q5']
Q96527,P735,['Q25999604']
Q96527,P106,"['Q483501', 'Q10732476', 'Q1622272', 'Q1028181', 'Q1925963']"
Q96527,P69,['Q492519']
Q96527,P108,['Q492519']
Q96527,P734,['Q37560107']
Q96527,P1412,['Q1860']
Q96527,P21,['Q6581097']
Q96527,P6379,"['Q1464509', 'Q214867', 'Q597398', 'Q56876015', 'Q20502367', 'Q6604799', 'Q46815', 'Q105027234']"
Q96527,P101,['Q11629']
Q96527,P7763,['Q73555012']
Q96527,P5008,"['Q104694359', 'Q121437821']"
Q96527,P9493,"['Q5503390', 'Q98665879']"
Q96527,P166,['Q277787']
Q96527,P463,['Q1760178']
Q65219,P106,"['Q170790', 'Q193391', 'Q201788', 'Q2374149', 'Q3055126', 'Q185351', 'Q18805']"
Q65219,P463,"['Q123885', 'Q83172', 'Q329464']"
Q65219,P19,['Q1829']
Q65219,P20,['Q1792']
Q65219,P27,['Q172107']
Q65219,P31,['Q5']
Q65219,P166,['Q15631401']
Q65219,P734,['Q428024']
Q65219,P735,"['Q16747395', 'Q25999604']"
Q65219,P937,['Q1792']
Q65219,P101,['Q441']
Q65219,P1343,"['Q602358', 'Q590208', 'Q51955019', 'Q67311526', 'Q1485141']"
Q65219,P69,['Q672420']
Q65219,P1412,"['Q397', 'Q188']"
Q65219,P21,['Q6581097']
Q65219,P103,['Q397']
Q6119674,P31,['Q5']
Q6119674,P21,['Q6581072']
Q6119674,P27,['Q155']
Q6119674,P735,['Q21142466']
Q6119674,P19,['Q321331']
Q6119674,P20,['Q983717']
Q6119674,P106,['Q15995642']
Q6119674,P1412,['Q5146']
Q6119674,P734,['Q359502']
Q210315,P106,"['Q846430', 'Q5322166', 'Q36180', 'Q42973', 'Q81096', 'Q205375']"
Q210315,P21,['Q6581097']
Q210315,P27,['Q30']
Q210315,P19,['Q18419']
Q210315,P31,['Q5']
Q210315,P551,['Q812']
Q210315,P734,['Q16870024']
Q210315,P20,['Q985173']
Q210315,P1412,['Q1860']
Q210315,P172,['Q30']
Q210315,P1196,['Q3739104']
Q210315,P509,['Q11085']
Q210315,P735,['Q57829723']
Q210315,P3373,['Q64139081']
Q210315,P910,['Q63857261']
Q210315,P7763,['Q73555012']
Q210315,P166,['Q1316544']
Q369758,P19,['Q90']
Q369758,P27,['Q142']
Q369758,P166,"['Q10855195', 'Q55867902']"
Q369758,P69,['Q926749']
Q369758,P20,['Q16121']
Q369758,P106,"['Q3387717', 'Q214917', 'Q2526255', 'Q36180', 'Q2259451', 'Q333634', 'Q33999', 'Q3455803']"
Q369758,P39,['Q1965891']
Q369758,P31,['Q5']
Q369758,P735,['Q941049']
Q369758,P1343,"['Q17378135', 'Q124737632']"
Q369758,P802,"['Q3270813', 'Q282859']"
Q369758,P1412,['Q150']
Q369758,P21,['Q6581097']
Q369758,P737,['Q529001']
Q369758,P6886,['Q150']
Q369758,P551,['Q22964915']
Q369758,P119,['Q110335601']
Q369758,P734,['Q104592622']
Q369758,P485,"['Q2860507', 'Q3044752']"
Q369758,P10527,['Q50920401']
Q369758,P910,['Q118516216']
Q369758,P1066,['Q529001']
Q128492,P495,['Q38']
Q128492,P31,['Q1004']
Q128492,P407,['Q652']
Q31637,P21,['Q6581097']
Q31637,P101,"['Q37260', 'Q590870']"
Q31637,P31,['Q5']
Q31637,P19,['Q720392']
Q31637,P172,"['Q482942', 'Q482942']"
Q31637,P69,"['Q6066749', 'Q737835']"
Q31637,P27,['Q794']
Q31637,P106,"['Q2526255', 'Q3282637', 'Q7042855', 'Q28389', 'Q33999', 'Q3455803']"
Q31637,P166,"['Q48786', 'Q775091', 'Q1700510', 'Q209459', 'Q1071326', 'Q708135', 'Q775028', 'Q2285851', 'Q154590', 'Q131354115', 'Q1408208', 'Q978420']"
Q31637,P735,['Q1261950']
Q31637,P2632,['Q387503']
Q31637,P551,['Q3616']
Q31637,P734,['Q37483137']
Q31637,P140,['Q9585']
Q31637,P7084,['Q8454612']
Q31637,P1343,['Q67311526']
Q31637,P5008,['Q13382529']
Q31637,P945,['Q794']
Q31637,P241,['Q2465096']
Q31637,P1412,"['Q33527', 'Q9292']"
Q31637,P40,['Q111741372']
Q56346320,P31,['Q8274']
Q56346320,P50,['Q60230994']
Q56346320,P495,['Q17']
Q56346320,P2360,['Q237338']
Q373293,P21,['Q6581097']
Q373293,P31,['Q5']
Q373293,P106,"['Q11338576', 'Q2066131']"
Q373293,P641,['Q32112']
Q373293,P1344,"['Q8577', 'Q8567', 'Q495366', 'Q329679', 'Q244322']"
Q373293,P27,['Q863']
Q373293,P19,['Q373808']
Q19779674,P31,['Q45594']
Q9232,P279,['Q9174']
Q9232,P910,['Q7154072']
Q9232,P112,"['Q9422', 'Q1400271', 'Q9429']"
Q9232,P737,"['Q211390', 'Q889766']"
Q9232,P1552,"['Q178498', 'Q1745997', 'Q659577', 'Q179807', 'Q5252737', 'Q83364', 'Q108458', 'Q9163', 'Q148836']"
Q9232,P138,['Q4790595']
Q9232,P793,['Q48446215']
Q9232,P5008,"['Q5460604', 'Q6173448']"
Q9232,P1343,"['Q602358', 'Q19180675', 'Q3181656', 'Q106727050', 'Q63035614', 'Q867541', 'Q19077875', 'Q4532138']"
Q9232,P31,['Q9174']
Q9232,P1151,['Q14615812']
Q9232,P2184,['Q15222031']
Q9232,P163,['Q2940223']
Q9232,P155,"['Q9089', 'Q194497']"
Q9232,P1269,['Q114047885']
Q91352,P21,['Q6581097']
Q91352,P19,['Q2973']
Q91352,P20,['Q2973']
Q91352,P27,['Q20135']
Q91352,P31,['Q5']
Q91352,P735,['Q16747395']
Q91352,P106,"['Q13365770', 'Q483501']"
Q91352,P734,['Q37032692']
Q91352,P1343,"['Q590208', 'Q602358']"
Q91352,P6379,"['Q2983474', 'Q105027234']"
Q91352,P7763,['Q71887839']
Q91352,P5008,"['Q104694359', 'Q121437821']"
Q91352,P1412,['Q188']
Q91352,P9493,['Q5503390']
Q91352,P937,"['Q2973', 'Q38', 'Q2973']"
Q91352,P3373,['Q1694385']
Q91352,P22,['Q99597']
Q91352,P463,['Q337531']
Q124918,P21,['Q6581097']
Q124918,P19,['Q69484']
Q124918,P20,['Q69484']
Q124918,P27,['Q39']
Q124918,P31,['Q5']
Q124918,P735,['Q16747395']
Q124918,P106,"['Q36180', 'Q3387717', 'Q158852', 'Q639669', 'Q487596', 'Q37226']"
Q124918,P1412,"['Q188', 'Q131339']"
Q124918,P734,['Q21491365']
Q124918,P6886,['Q188']
Q124918,P1343,"['Q99413897', 'Q41981607']"
Q124918,P6104,['Q101246526']
Q124918,P10527,['Q50920401']
Q124918,P101,"['Q93438884', 'Q11163999', 'Q6989196', 'Q352842']"
Q71848,P19,['Q22737']
Q71848,P27,"['Q183', 'Q12548']"
Q71848,P31,['Q5']
Q71848,P106,"['Q201788', 'Q1622272', 'Q49757', 'Q1234713']"
Q71848,P108,['Q151510']
Q71848,P1412,"['Q499083', 'Q837985']"
Q71848,P735,['Q941049']
Q71848,P20,['Q22737']
Q71848,P135,['Q2455000']
Q71848,P937,"['Q2966', 'Q6829', 'Q6602']"
Q71848,P1066,['Q96301']
Q71848,P69,"['Q151510', 'Q702524']"
Q71848,P39,['Q723682']
Q71848,P1343,"['Q602358', 'Q590208', 'Q51955019', 'Q99413897', 'Q19180675', 'Q302556', 'Q114245308']"
Q71848,P140,['Q9592']
Q71848,P21,['Q6581097']
Q71848,P463,['Q16677340']
Q71848,P734,['Q21452570']
Q71848,P3342,"['Q43499', 'Q646092', 'Q1368362', 'Q123034']"
Q20380,P31,"['Q4022', 'Q125941113']"
Q20380,P403,['Q10965']
Q20380,P17,['Q29']
Q20380,P910,['Q13320317']
Q20380,P131,"['Q55180', 'Q55276']"
Q20380,P974,"['Q6047306', 'Q13050044', 'Q3573008', 'Q23994677', 'Q23993004', 'Q13050050', 'Q48089002', 'Q9071805', 'Q55107727', 'Q23999188', 'Q23995789', 'Q23122', 'Q3571697', 'Q47406220']"
Q20380,P4614,['Q8352403']
Q20380,P885,['Q6127609']
Q20380,P706,['Q113161734']
Q1269,P527,"['Q11002', 'Q3314483']"
Q1269,P910,['Q7157436']
Q1269,P279,"['Q74048276', 'Q5159627', 'Q1472481', 'Q2095', 'Q25403900']"
Q1269,P366,['Q1472481']
Q1269,P1889,"['Q920658', 'Q20579575']"
Q1269,P460,['Q5834964']
Q1269,P5008,['Q6173448']
Q9576,P19,['Q5168643']
Q9576,P20,['Q23293']
Q9576,P27,['Q145']
Q9576,P102,['Q9630']
Q9576,P31,['Q5']
Q9576,P39,"['Q14211', 'Q2741536', 'Q3615378', 'Q1371091', 'Q7460514', 'Q20086422', 'Q4976591', 'Q2484309', 'Q531471', 'Q11013932', 'Q12408992', 'Q7139038', 'Q28841847', 'Q41582621', 'Q41582619', 'Q41582617', 'Q41582615', 'Q41582612', 'Q41582609', 'Q41582608', 'Q41582606', 'Q41582604', 'Q41582603', 'Q41582600', 'Q41582597', 'Q65494724', 'Q65494714', 'Q65494714', 'Q18952564']"
Q9576,P910,['Q8561513']
Q9576,P106,"['Q188094', 'Q82955', 'Q15627169']"
Q9576,P26,['Q2870827']
Q9576,P607,['Q362']
Q9576,P241,['Q172771']
Q9576,P735,['Q677191']
Q9576,P937,['Q84']
Q9576,P734,['Q27252577']
Q9576,P485,['Q666063']
Q9576,P166,['Q215248']
Q9576,P509,['Q12192']
Q9576,P410,['Q186024']
Q9576,P97,['Q165503']
Q9576,P1412,['Q1860']
Q9576,P21,['Q6581097']
Q9576,P6886,['Q1860']
Q9576,P40,"['Q336162', 'Q75533879', 'Q75533868']"
Q9576,P22,['Q75533898']
Q9576,P25,['Q75533901']
Q9576,P3602,"['Q918450', 'Q918397', 'Q918466', 'Q748667', 'Q918412', 'Q918420', 'Q918430', 'Q918442', 'Q918508', 'Q3722280', 'Q119524', 'Q220208']"
Q45359,P31,['Q215380']
Q45359,P136,"['Q8341', 'Q3071']"
Q45359,P527,['Q2540459']
Q45359,P495,['Q30']
Q45359,P264,['Q3100754']
Q45359,P740,['Q60']
Q11813,P26,['Q233638']
Q11813,P19,['Q1375967']
Q11813,P20,['Q2469085']
Q11813,P27,['Q30']
Q11813,P106,"['Q82955', 'Q36180', 'Q193391', 'Q4964182', 'Q40348', 'Q372436']"
Q11813,P39,"['Q912994', 'Q11696', 'Q18694588', 'Q14213', 'Q1467287', 'Q13218630', 'Q20065408', 'Q127639560']"
Q11813,P31,['Q5']
Q11813,P102,['Q42186']
Q11813,P69,['Q21578']
Q11813,P910,['Q8561575']
Q11813,P735,['Q677191']
Q11813,P463,"['Q466089', 'Q463303', 'Q4742987']"
Q11813,P734,['Q19776297']
Q11813,P119,['Q2469085']
Q11813,P22,['Q3806658']
Q11813,P1412,"['Q1860', 'Q397', 'Q150', 'Q9288', 'Q9129']"
Q11813,P103,['Q1860']
Q11813,P1343,"['Q2657718', 'Q67311526', 'Q602358', 'Q104218168', 'Q3181656', 'Q19098835', 'Q19219752', 'Q19085957', 'Q867541', 'Q19077875', 'Q19047539', 'Q20096917', 'Q1029706', 'Q16082057']"
Q11813,P140,"['Q682443', 'Q620629']"
Q11813,P937,['Q61']
Q11813,P1196,['Q3739104']
Q11813,P509,['Q181754']
Q11813,P800,['Q858036']
Q11813,P21,['Q6581097']
Q11813,P166,['Q52382875']
Q11813,P6886,['Q1860']
Q11813,P5008,"['Q13382529', 'Q6173448']"
Q11813,P25,['Q75766916']
Q11813,P8017,['L252247-F2']
Q11813,P1889,['Q17517177']
Q11813,P3373,['Q75766920']
Q11813,P3602,"['Q698185', 'Q698407']"
Q11813,P7763,['Q71887839']
